MESO_,codigo,MES,ANO,PRECIPITACAO
Fora do Estado,22-7,4,17-18,"142,1561"
Fora do Estado,22-8,4,17-18,"141,0094"
Fora do Estado,22-9,4,17-18,"146,6595"
Fora do Estado,2-2,4,17-18,"77,1069"
Fora do Estado,1-3,4,17-18,"73,3440"
Sertão Pernambucano,5-3,4,17-18,"70,2539"
Sertão Pernambucano,6-4,4,17-18,"49,5257"
São Francisco Pernambucano,3-6,4,17-18,"39,3989"
São Francisco Pernambucano,6-6,4,17-18,"26,9552"
São Francisco Pernambucano,13-6,4,17-18,"74,8631"
Mata Pernambucana,25-6,4,17-18,"162,6140"
São Francisco Pernambucano,4-7,4,17-18,"32,3146"
São Francisco Pernambucano,2-7,4,17-18,"34,8109"
Fora do Estado,7-7,4,17-18,"26,3798"
São Francisco Pernambucano,12-7,4,17-18,"68,0276"
Fora do Estado,26-7,4,17-18,"105,5245"
São Francisco Pernambucano,13-8,4,17-18,"67,0710"
Fora do Estado,12-9,4,17-18,"46,0330"
Fora do Estado,1-1,5,17-18,"19,2424"
Fora do Estado,2-1,5,17-18,"20,5071"
Fora do Estado,5-1,5,17-18,"23,9111"
Sertão Pernambucano,6-1,5,17-18,"33,8569"
Fora do Estado,7-1,5,17-18,"39,8308"
Fora do Estado,8-1,5,17-18,"52,8282"
Fora do Estado,9-1,5,17-18,"55,5426"
Fora do Estado,10-1,5,17-18,"69,9196"
Fora do Estado,11-1,5,17-18,"72,6292"
Fora do Estado,12-1,5,17-18,"80,7361"
Fora do Estado,13-1,5,17-18,"89,4088"
Fora do Estado,14-1,5,17-18,"95,7300"
Fora do Estado,15-1,5,17-18,"103,9070"
Sertão Pernambucano,16-1,5,17-18,"117,4015"
Sertão Pernambucano,17-1,5,17-18,"95,2009"
Fora do Estado,18-1,5,17-18,"70,6712"
Fora do Estado,19-1,5,17-18,"63,6209"
Fora do Estado,20-1,5,17-18,"71,3617"
Fora do Estado,21-1,5,17-18,"83,2007"
Fora do Estado,22-1,5,17-18,"106,0498"
Fora do Estado,23-1,5,17-18,"122,6959"
Fora do Estado,24-1,5,17-18,"169,2048"
Fora do Estado,25-1,5,17-18,"220,6852"
Fora do Estado,26-1,5,17-18,"308,8461"
Fora do Estado,1-2,5,17-18,"19,5249"
Sertão Pernambucano,3-2,5,17-18,"16,8912"
Sertão Pernambucano,4-2,5,17-18,"17,0390"
Sertão Pernambucano,5-2,5,17-18,"19,5769"
Sertão Pernambucano,6-2,5,17-18,"26,0536"
Sertão Pernambucano,7-2,5,17-18,"34,5144"
Sertão Pernambucano,8-2,5,17-18,"42,9218"
Fora do Estado,9-2,5,17-18,"45,3281"
Fora do Estado,10-2,5,17-18,"56,7290"
Fora do Estado,11-2,5,17-18,"62,7269"
Fora do Estado,12-2,5,17-18,"72,7973"
Fora do Estado,13-2,5,17-18,"77,8616"
Fora do Estado,14-2,5,17-18,"89,3185"
Sertão Pernambucano,15-2,5,17-18,"101,4266"
Sertão Pernambucano,16-2,5,17-18,"106,6810"
Fora do Estado,17-2,5,17-18,"125,8872"
Fora do Estado,18-2,5,17-18,"96,3308"
Fora do Estado,20-2,5,17-18,"102,0655"
Fora do Estado,21-2,5,17-18,"117,9703"
Fora do Estado,22-2,5,17-18,"137,5815"
Fora do Estado,23-2,5,17-18,"157,1222"
Mata Pernambucana,24-2,5,17-18,"204,1117"
Mata Pernambucana,25-2,5,17-18,"219,3753"
Mata Pernambucana,26-2,5,17-18,"291,0595"
Fora do Estado,2-3,5,17-18,"15,6611"
Fora do Estado,3-3,5,17-18,"14,4190"
Sertão Pernambucano,4-3,5,17-18,"16,9057"
Sertão Pernambucano,6-3,5,17-18,"23,4059"
Sertão Pernambucano,7-3,5,17-18,"26,2110"
Sertão Pernambucano,8-3,5,17-18,"32,8057"
Sertão Pernambucano,9-3,5,17-18,"45,0942"
Sertão Pernambucano,10-3,5,17-18,"52,8294"
Sertão Pernambucano,11-3,5,17-18,"59,0347"
Sertão Pernambucano,12-3,5,17-18,"70,3115"
Sertão Pernambucano,13-3,5,17-18,"75,6413"
Sertão Pernambucano,14-3,5,17-18,"94,8052"
Sertão Pernambucano,15-3,5,17-18,"102,6107"
Sertão Pernambucano,16-3,5,17-18,"120,4490"
Fora do Estado,17-3,5,17-18,"124,2489"
Fora do Estado,18-3,5,17-18,"122,6286"
Agreste Pernambucano,21-3,5,17-18,"150,4913"
Agreste Pernambucano,22-3,5,17-18,"179,7677"
Agreste Pernambucano,23-3,5,17-18,"193,9387"
Agreste Pernambucano,24-3,5,17-18,"238,4552"
Mata Pernambucana,25-3,5,17-18,"258,3757"
Metropolitana do Recife,26-3,5,17-18,"300,7968"
Fora do Estado,1-4,5,17-18,"10,7291"
Fora do Estado,2-4,5,17-18,"12,4141"
Fora do Estado,3-4,5,17-18,"14,8344"
Sertão Pernambucano,4-4,5,17-18,"13,0839"
Sertão Pernambucano,5-4,5,17-18,"15,8608"
Sertão Pernambucano,7-4,5,17-18,"21,6186"
São Francisco Pernambucano,8-4,5,17-18,"31,7282"
Sertão Pernambucano,9-4,5,17-18,"41,2226"
Sertão Pernambucano,10-4,5,17-18,"48,2690"
Sertão Pernambucano,11-4,5,17-18,"55,8828"
Sertão Pernambucano,12-4,5,17-18,"69,5246"
Sertão Pernambucano,13-4,5,17-18,"75,3814"
Sertão Pernambucano,14-4,5,17-18,"102,2619"
Sertão Pernambucano,15-4,5,17-18,"112,7223"
Sertão Pernambucano,16-4,5,17-18,"134,5040"
Fora do Estado,17-4,5,17-18,"157,6009"
Fora do Estado,18-4,5,17-18,"169,6138"
Agreste Pernambucano,20-4,5,17-18,"207,5737"
Agreste Pernambucano,21-4,5,17-18,"236,8510"
Agreste Pernambucano,22-4,5,17-18,"264,2712"
Agreste Pernambucano,23-4,5,17-18,"287,4717"
Mata Pernambucana,24-4,5,17-18,"309,5263"
Metropolitana do Recife,25-4,5,17-18,"323,8599"
Fora do Estado,26-4,5,17-18,"363,9832"
Fora do Estado,1-5,5,17-18,"7,7687"
São Francisco Pernambucano,2-5,5,17-18,"11,0319"
São Francisco Pernambucano,3-5,5,17-18,"10,9997"
Sertão Pernambucano,4-5,5,17-18,"12,9995"
São Francisco Pernambucano,5-5,5,17-18,"28,2440"
São Francisco Pernambucano,6-5,5,17-18,"15,8023"
São Francisco Pernambucano,7-5,5,17-18,"19,3985"
São Francisco Pernambucano,8-5,5,17-18,"25,4802"
São Francisco Pernambucano,9-5,5,17-18,"34,5256"
São Francisco Pernambucano,10-5,5,17-18,"43,4319"
São Francisco Pernambucano,11-5,5,17-18,"50,8282"
São Francisco Pernambucano,12-5,5,17-18,"72,5119"
Sertão Pernambucano,13-5,5,17-18,"82,7010"
Sertão Pernambucano,14-5,5,17-18,"105,4805"
Sertão Pernambucano,15-5,5,17-18,"120,2555"
Sertão Pernambucano,16-5,5,17-18,"144,4933"
Sertão Pernambucano,17-5,5,17-18,"166,1704"
Agreste Pernambucano,18-5,5,17-18,"212,6356"
Agreste Pernambucano,20-5,5,17-18,"236,1024"
Agreste Pernambucano,22-5,5,17-18,"317,7016"
Agreste Pernambucano,23-5,5,17-18,"333,6287"
Mata Pernambucana,24-5,5,17-18,"372,6033"
Metropolitana do Recife,25-5,5,17-18,"381,8263"
Fora do Estado,26-5,5,17-18,"343,9740"
São Francisco Pernambucano,1-6,5,17-18,"6,9627"
São Francisco Pernambucano,2-6,5,17-18,"7,5898"
São Francisco Pernambucano,4-6,5,17-18,"12,4622"
São Francisco Pernambucano,5-6,5,17-18,"14,8665"
São Francisco Pernambucano,7-6,5,17-18,"17,2885"
Fora do Estado,8-6,5,17-18,"24,9237"
São Francisco Pernambucano,9-6,5,17-18,"31,3791"
São Francisco Pernambucano,10-6,5,17-18,"42,9431"
São Francisco Pernambucano,11-6,5,17-18,"57,9747"
São Francisco Pernambucano,12-6,5,17-18,"77,2100"
Sertão Pernambucano,14-6,5,17-18,"111,2036"
Sertão Pernambucano,15-6,5,17-18,"129,0079"
Agreste Pernambucano,16-6,5,17-18,"156,8490"
Agreste Pernambucano,17-6,5,17-18,"190,4427"
Agreste Pernambucano,19-6,5,17-18,"258,3931"
Agreste Pernambucano,20-6,5,17-18,"285,3368"
Mata Pernambucana,23-6,5,17-18,"395,1829"
Mata Pernambucana,24-6,5,17-18,"397,8025"
Fora do Estado,26-6,5,17-18,"207,7769"
Fora do Estado,1-7,5,17-18,"6,9693"
São Francisco Pernambucano,3-7,5,17-18,"8,1873"
São Francisco Pernambucano,5-7,5,17-18,"17,4640"
Fora do Estado,6-7,5,17-18,"19,5936"
Fora do Estado,8-7,5,17-18,"30,1096"
Fora do Estado,9-7,5,17-18,"36,6592"
Fora do Estado,10-7,5,17-18,"47,4479"
São Francisco Pernambucano,11-7,5,17-18,"67,4419"
São Francisco Pernambucano,13-7,5,17-18,"95,8930"
Sertão Pernambucano,14-7,5,17-18,"135,8451"
Sertão Pernambucano,15-7,5,17-18,"149,1754"
Agreste Pernambucano,19-7,5,17-18,"286,4024"
Agreste Pernambucano,20-7,5,17-18,"315,3305"
Agreste Pernambucano,21-7,5,17-18,"331,5606"
Mata Pernambucana,23-7,5,17-18,"405,0659"
Fora do Estado,24-7,5,17-18,"398,5334"
Fora do Estado,25-7,5,17-18,"406,9658"
Fora do Estado,1-8,5,17-18,"9,5963"
Fora do Estado,2-8,5,17-18,"7,6740"
São Francisco Pernambucano,3-8,5,17-18,"10,7099"
São Francisco Pernambucano,4-8,5,17-18,"9,5587"
Fora do Estado,5-8,5,17-18,"10,6577"
Fora do Estado,6-8,5,17-18,"16,8138"
Fora do Estado,7-8,5,17-18,"16,3159"
Fora do Estado,8-8,5,17-18,"32,1503"
Fora do Estado,9-8,5,17-18,"46,4757"
Fora do Estado,10-8,5,17-18,"53,7328"
Fora do Estado,11-8,5,17-18,"60,4821"
Fora do Estado,12-8,5,17-18,"87,0793"
Fora do Estado,14-8,5,17-18,"140,3393"
Fora do Estado,15-8,5,17-18,"163,1178"
Agreste Pernambucano,20-8,5,17-18,"371,3823"
Fora do Estado,21-8,5,17-18,"393,1071"
Fora do Estado,23-8,5,17-18,"427,9456"
Fora do Estado,24-8,5,17-18,"429,0196"
Fora do Estado,25-8,5,17-18,"93,8679"
Fora do Estado,26-8,5,17-18,"98,9098"
Fora do Estado,1-9,5,17-18,"5,0447"
Fora do Estado,2-9,5,17-18,"19,6276"
São Francisco Pernambucano,3-9,5,17-18,"6,9609"
Fora do Estado,7-9,5,17-18,"15,5278"
Fora do Estado,8-9,5,17-18,"34,8633"
Fora do Estado,11-9,5,17-18,"75,9502"
Fora do Estado,13-9,5,17-18,"134,5449"
Fora do Estado,14-9,5,17-18,"157,3653"
Fora do Estado,15-9,5,17-18,"183,7821"
Fora do Estado,18-9,5,17-18,"321,7641"
Fora do Estado,19-9,5,17-18,"358,1883"
Fora do Estado,20-9,5,17-18,"412,3399"
Fora do Estado,21-9,5,17-18,"436,6792"
Fora do Estado,23-9,5,17-18,"497,7375"
Fora do Estado,24-9,5,17-18,"416,7897"
Fora do Estado,25-9,5,17-18,"80,7178"
Fora do Estado,26-9,5,17-18,"136,1441"
Fora do Estado,3-1,5,17-18,"18,1229"
Sertão Pernambucano,4-1,5,17-18,"18,5820"
Agreste Pernambucano,20-3,5,17-18,"143,6867"
Fora do Estado,19-2,5,17-18,"90,3292"
Fora do Estado,19-3,5,17-18,"132,7519"
Agreste Pernambucano,19-4,5,17-18,"185,4297"
Agreste Pernambucano,19-5,5,17-18,"214,2001"
São Francisco Pernambucano,4-9,5,17-18,"12,7857"
Fora do Estado,5-9,5,17-18,"13,0486"
Fora do Estado,6-9,5,17-18,"10,7118"
Fora do Estado,9-9,5,17-18,"37,1458"
Fora do Estado,10-9,5,17-18,"62,9818"
Agreste Pernambucano,17-7,5,17-18,"204,5513"
Fora do Estado,16-8,5,17-18,"205,6567"
Fora do Estado,16-9,5,17-18,"223,5516"
Agreste Pernambucano,16-7,5,17-18,"178,5472"
Agreste Pernambucano,19-8,5,17-18,"335,1848"
Agreste Pernambucano,18-8,5,17-18,"297,5562"
Agreste Pernambucano,17-8,5,17-18,"242,4871"
Fora do Estado,17-9,5,17-18,"258,9832"
Agreste Pernambucano,18-6,5,17-18,"225,5830"
Agreste Pernambucano,18-7,5,17-18,"251,3808"
Agreste Pernambucano,21-5,5,17-18,"281,3815"
Agreste Pernambucano,21-6,5,17-18,"309,7288"
Agreste Pernambucano,22-6,5,17-18,"357,6772"
Fora do Estado,22-7,5,17-18,"391,9932"
Fora do Estado,22-8,5,17-18,"416,0930"
Fora do Estado,22-9,5,17-18,"474,8244"
Fora do Estado,2-2,5,17-18,"15,1447"
Fora do Estado,1-3,5,17-18,"18,0147"
Sertão Pernambucano,5-3,5,17-18,"18,5680"
Sertão Pernambucano,6-4,5,17-18,"20,1342"
São Francisco Pernambucano,3-6,5,17-18,"10,9019"
São Francisco Pernambucano,6-6,5,17-18,"20,6068"
São Francisco Pernambucano,13-6,5,17-18,"86,5276"
Mata Pernambucana,25-6,5,17-18,"420,7514"
São Francisco Pernambucano,4-7,5,17-18,"12,1627"
São Francisco Pernambucano,2-7,5,17-18,"6,5910"
Fora do Estado,7-7,5,17-18,"25,9126"
São Francisco Pernambucano,12-7,5,17-18,"86,1660"
Fora do Estado,26-7,5,17-18,"166,1932"
São Francisco Pernambucano,13-8,5,17-18,"111,0263"
Fora do Estado,12-9,5,17-18,"96,0411"
Fora do Estado,1-1,6,17-18,"6,4042"
Fora do Estado,2-1,6,17-18,"13,5008"
Fora do Estado,5-1,6,17-18,"32,8083"
Sertão Pernambucano,6-1,6,17-18,"39,1068"
Fora do Estado,7-1,6,17-18,"43,5696"
Fora do Estado,8-1,6,17-18,"53,3324"
Fora do Estado,9-1,6,17-18,"57,8822"
Fora do Estado,10-1,6,17-18,"60,5314"
Fora do Estado,11-1,6,17-18,"77,6690"
Fora do Estado,12-1,6,17-18,"95,2646"
Fora do Estado,13-1,6,17-18,"96,8393"
Fora do Estado,14-1,6,17-18,"90,3206"
Fora do Estado,15-1,6,17-18,"85,3279"
Sertão Pernambucano,16-1,6,17-18,"84,0231"
Sertão Pernambucano,17-1,6,17-18,"77,3267"
Fora do Estado,18-1,6,17-18,"70,1516"
Fora do Estado,19-1,6,17-18,"67,6136"
Fora do Estado,20-1,6,17-18,"77,9546"
Fora do Estado,21-1,6,17-18,"95,0341"
Fora do Estado,22-1,6,17-18,"121,3423"
Fora do Estado,23-1,6,17-18,"151,8942"
Fora do Estado,24-1,6,17-18,"168,1624"
Fora do Estado,25-1,6,17-18,"188,0381"
Fora do Estado,26-1,6,17-18,"247,3819"
Fora do Estado,1-2,6,17-18,"7,4546"
Sertão Pernambucano,3-2,6,17-18,"13,8769"
Sertão Pernambucano,4-2,6,17-18,"22,2670"
Sertão Pernambucano,5-2,6,17-18,"30,0805"
Sertão Pernambucano,6-2,6,17-18,"37,4591"
Sertão Pernambucano,7-2,6,17-18,"40,6471"
Sertão Pernambucano,8-2,6,17-18,"44,6142"
Fora do Estado,9-2,6,17-18,"53,0629"
Fora do Estado,10-2,6,17-18,"63,8862"
Fora do Estado,11-2,6,17-18,"74,3948"
Fora do Estado,12-2,6,17-18,"78,3496"
Fora do Estado,13-2,6,17-18,"79,4971"
Fora do Estado,14-2,6,17-18,"93,9313"
Sertão Pernambucano,15-2,6,17-18,"112,4183"
Sertão Pernambucano,16-2,6,17-18,"112,6498"
Fora do Estado,17-2,6,17-18,"98,6726"
Fora do Estado,18-2,6,17-18,"81,9063"
Fora do Estado,20-2,6,17-18,"99,0132"
Fora do Estado,21-2,6,17-18,"112,1543"
Fora do Estado,22-2,6,17-18,"140,3334"
Fora do Estado,23-2,6,17-18,"160,8607"
Mata Pernambucana,24-2,6,17-18,"195,8305"
Mata Pernambucana,25-2,6,17-18,"212,2039"
Mata Pernambucana,26-2,6,17-18,"239,1067"
Fora do Estado,2-3,6,17-18,"10,5184"
Fora do Estado,3-3,6,17-18,"12,7054"
Sertão Pernambucano,4-3,6,17-18,"22,6637"
Sertão Pernambucano,6-3,6,17-18,"35,4346"
Sertão Pernambucano,7-3,6,17-18,"39,3890"
Sertão Pernambucano,8-3,6,17-18,"43,3083"
Sertão Pernambucano,9-3,6,17-18,"54,4760"
Sertão Pernambucano,10-3,6,17-18,"69,5641"
Sertão Pernambucano,11-3,6,17-18,"76,9574"
Sertão Pernambucano,12-3,6,17-18,"95,4675"
Sertão Pernambucano,13-3,6,17-18,"90,6060"
Sertão Pernambucano,14-3,6,17-18,"106,9699"
Sertão Pernambucano,15-3,6,17-18,"99,1454"
Sertão Pernambucano,16-3,6,17-18,"108,2227"
Fora do Estado,17-3,6,17-18,"111,1124"
Fora do Estado,18-3,6,17-18,"109,0212"
Agreste Pernambucano,21-3,6,17-18,"135,2201"
Agreste Pernambucano,22-3,6,17-18,"162,3723"
Agreste Pernambucano,23-3,6,17-18,"177,8618"
Agreste Pernambucano,24-3,6,17-18,"207,1809"
Mata Pernambucana,25-3,6,17-18,"229,8577"
Metropolitana do Recife,26-3,6,17-18,"262,5302"
Fora do Estado,1-4,6,17-18,"6,2300"
Fora do Estado,2-4,6,17-18,"10,0069"
Fora do Estado,3-4,6,17-18,"12,4153"
Sertão Pernambucano,4-4,6,17-18,"17,6110"
Sertão Pernambucano,5-4,6,17-18,"22,0353"
Sertão Pernambucano,7-4,6,17-18,"39,9920"
São Francisco Pernambucano,8-4,6,17-18,"45,4764"
Sertão Pernambucano,9-4,6,17-18,"56,9503"
Sertão Pernambucano,10-4,6,17-18,"69,3129"
Sertão Pernambucano,11-4,6,17-18,"87,3550"
Sertão Pernambucano,12-4,6,17-18,"98,3381"
Sertão Pernambucano,13-4,6,17-18,"99,4587"
Sertão Pernambucano,14-4,6,17-18,"85,7250"
Sertão Pernambucano,15-4,6,17-18,"90,0320"
Sertão Pernambucano,16-4,6,17-18,"100,6912"
Fora do Estado,17-4,6,17-18,"115,2898"
Fora do Estado,18-4,6,17-18,"117,0248"
Agreste Pernambucano,20-4,6,17-18,"138,1484"
Agreste Pernambucano,21-4,6,17-18,"158,7667"
Agreste Pernambucano,22-4,6,17-18,"187,6936"
Agreste Pernambucano,23-4,6,17-18,"212,9615"
Mata Pernambucana,24-4,6,17-18,"244,3095"
Metropolitana do Recife,25-4,6,17-18,"259,3690"
Fora do Estado,26-4,6,17-18,"298,2029"
Fora do Estado,1-5,6,17-18,"6,3603"
São Francisco Pernambucano,2-5,6,17-18,"9,5922"
São Francisco Pernambucano,3-5,6,17-18,"11,7937"
Sertão Pernambucano,4-5,6,17-18,"17,5807"
São Francisco Pernambucano,5-5,6,17-18,"21,7477"
São Francisco Pernambucano,6-5,6,17-18,"30,9428"
São Francisco Pernambucano,7-5,6,17-18,"42,7662"
São Francisco Pernambucano,8-5,6,17-18,"45,3476"
São Francisco Pernambucano,9-5,6,17-18,"56,4715"
São Francisco Pernambucano,10-5,6,17-18,"71,1727"
São Francisco Pernambucano,11-5,6,17-18,"84,4542"
São Francisco Pernambucano,12-5,6,17-18,"95,9056"
Sertão Pernambucano,13-5,6,17-18,"96,8571"
Sertão Pernambucano,14-5,6,17-18,"91,8119"
Sertão Pernambucano,15-5,6,17-18,"91,7533"
Sertão Pernambucano,16-5,6,17-18,"102,8196"
Sertão Pernambucano,17-5,6,17-18,"118,2505"
Agreste Pernambucano,18-5,6,17-18,"133,8171"
Agreste Pernambucano,20-5,6,17-18,"147,1724"
Agreste Pernambucano,22-5,6,17-18,"216,3041"
Agreste Pernambucano,23-5,6,17-18,"245,9830"
Mata Pernambucana,24-5,6,17-18,"274,2480"
Metropolitana do Recife,25-5,6,17-18,"292,7480"
Fora do Estado,26-5,6,17-18,"292,2850"
São Francisco Pernambucano,1-6,6,17-18,"7,2597"
São Francisco Pernambucano,2-6,6,17-18,"8,7844"
São Francisco Pernambucano,4-6,6,17-18,"16,6207"
São Francisco Pernambucano,5-6,6,17-18,"22,8284"
São Francisco Pernambucano,7-6,6,17-18,"45,9801"
Fora do Estado,8-6,6,17-18,"45,5073"
São Francisco Pernambucano,9-6,6,17-18,"56,0484"
São Francisco Pernambucano,10-6,6,17-18,"73,8578"
São Francisco Pernambucano,11-6,6,17-18,"91,4944"
São Francisco Pernambucano,12-6,6,17-18,"94,1431"
Sertão Pernambucano,14-6,6,17-18,"97,9758"
Sertão Pernambucano,15-6,6,17-18,"106,5118"
Agreste Pernambucano,16-6,6,17-18,"119,7462"
Agreste Pernambucano,17-6,6,17-18,"126,8790"
Agreste Pernambucano,19-6,6,17-18,"164,5354"
Agreste Pernambucano,20-6,6,17-18,"180,2579"
Mata Pernambucana,23-6,6,17-18,"265,9779"
Mata Pernambucana,24-6,6,17-18,"298,3493"
Fora do Estado,26-6,6,17-18,"199,3315"
Fora do Estado,1-7,6,17-18,"7,3261"
São Francisco Pernambucano,3-7,6,17-18,"15,5215"
São Francisco Pernambucano,5-7,6,17-18,"23,9448"
Fora do Estado,6-7,6,17-18,"31,3868"
Fora do Estado,8-7,6,17-18,"47,9024"
Fora do Estado,9-7,6,17-18,"68,0305"
Fora do Estado,10-7,6,17-18,"80,4722"
São Francisco Pernambucano,11-7,6,17-18,"94,7590"
São Francisco Pernambucano,13-7,6,17-18,"109,5606"
Sertão Pernambucano,14-7,6,17-18,"104,4235"
Sertão Pernambucano,15-7,6,17-18,"110,8454"
Agreste Pernambucano,19-7,6,17-18,"175,6898"
Agreste Pernambucano,20-7,6,17-18,"196,8845"
Agreste Pernambucano,21-7,6,17-18,"219,4217"
Mata Pernambucana,23-7,6,17-18,"282,1572"
Fora do Estado,24-7,6,17-18,"312,8280"
Fora do Estado,25-7,6,17-18,"330,1311"
Fora do Estado,1-8,6,17-18,"4,8345"
Fora do Estado,2-8,6,17-18,"8,6179"
São Francisco Pernambucano,3-8,6,17-18,"8,0532"
São Francisco Pernambucano,4-8,6,17-18,"19,4479"
Fora do Estado,5-8,6,17-18,"17,9666"
Fora do Estado,6-8,6,17-18,"29,4748"
Fora do Estado,7-8,6,17-18,"42,4122"
Fora do Estado,8-8,6,17-18,"65,1361"
Fora do Estado,9-8,6,17-18,"62,7664"
Fora do Estado,10-8,6,17-18,"82,7425"
Fora do Estado,11-8,6,17-18,"95,9779"
Fora do Estado,12-8,6,17-18,"117,4632"
Fora do Estado,14-8,6,17-18,"121,1399"
Fora do Estado,15-8,6,17-18,"129,3980"
Agreste Pernambucano,20-8,6,17-18,"224,1093"
Fora do Estado,21-8,6,17-18,"249,7699"
Fora do Estado,23-8,6,17-18,"313,7832"
Fora do Estado,24-8,6,17-18,"336,2352"
Fora do Estado,25-8,6,17-18,"106,7576"
Fora do Estado,26-8,6,17-18,"142,7037"
Fora do Estado,1-9,6,17-18,"5,4238"
Fora do Estado,2-9,6,17-18,"21,3349"
São Francisco Pernambucano,3-9,6,17-18,"9,0564"
Fora do Estado,7-9,6,17-18,"33,8489"
Fora do Estado,8-9,6,17-18,"53,0143"
Fora do Estado,11-9,6,17-18,"96,9060"
Fora do Estado,13-9,6,17-18,"123,6124"
Fora do Estado,14-9,6,17-18,"127,4455"
Fora do Estado,15-9,6,17-18,"142,9359"
Fora do Estado,18-9,6,17-18,"205,6963"
Fora do Estado,19-9,6,17-18,"222,8016"
Fora do Estado,20-9,6,17-18,"243,9029"
Fora do Estado,21-9,6,17-18,"276,4891"
Fora do Estado,23-9,6,17-18,"347,8318"
Fora do Estado,24-9,6,17-18,"315,6753"
Fora do Estado,25-9,6,17-18,"152,7271"
Fora do Estado,26-9,6,17-18,"183,9490"
Fora do Estado,3-1,6,17-18,"17,7455"
Sertão Pernambucano,4-1,6,17-18,"25,5532"
Agreste Pernambucano,20-3,6,17-18,"113,5783"
Fora do Estado,19-2,6,17-18,"79,0048"
Fora do Estado,19-3,6,17-18,"95,2741"
Agreste Pernambucano,19-4,6,17-18,"120,9544"
Agreste Pernambucano,19-5,6,17-18,"131,2781"
São Francisco Pernambucano,4-9,6,17-18,"15,1059"
Fora do Estado,5-9,6,17-18,"21,5395"
Fora do Estado,6-9,6,17-18,"29,8535"
Fora do Estado,9-9,6,17-18,"58,8487"
Fora do Estado,10-9,6,17-18,"82,1100"
Agreste Pernambucano,17-7,6,17-18,"136,6852"
Fora do Estado,16-8,6,17-18,"147,2693"
Fora do Estado,16-9,6,17-18,"153,6470"
Agreste Pernambucano,16-7,6,17-18,"127,4975"
Agreste Pernambucano,19-8,6,17-18,"196,4607"
Agreste Pernambucano,18-8,6,17-18,"183,9226"
Agreste Pernambucano,17-8,6,17-18,"155,8174"
Fora do Estado,17-9,6,17-18,"180,2766"
Agreste Pernambucano,18-6,6,17-18,"146,3521"
Agreste Pernambucano,18-7,6,17-18,"165,9066"
Agreste Pernambucano,21-5,6,17-18,"173,5419"
Agreste Pernambucano,21-6,6,17-18,"204,4815"
Agreste Pernambucano,22-6,6,17-18,"243,4399"
Fora do Estado,22-7,6,17-18,"266,0914"
Fora do Estado,22-8,6,17-18,"283,7456"
Fora do Estado,22-9,6,17-18,"308,9246"
Fora do Estado,2-2,6,17-18,"10,1522"
Fora do Estado,1-3,6,17-18,"6,7880"
Sertão Pernambucano,5-3,6,17-18,"26,0325"
Sertão Pernambucano,6-4,6,17-18,"31,3232"
São Francisco Pernambucano,3-6,6,17-18,"11,1202"
São Francisco Pernambucano,6-6,6,17-18,"34,3346"
São Francisco Pernambucano,13-6,6,17-18,"96,2836"
Mata Pernambucana,25-6,6,17-18,"315,2898"
São Francisco Pernambucano,4-7,6,17-18,"16,8073"
São Francisco Pernambucano,2-7,6,17-18,"8,1200"
Fora do Estado,7-7,6,17-18,"39,7997"
São Francisco Pernambucano,12-7,6,17-18,"107,3448"
Fora do Estado,26-7,6,17-18,"175,8154"
São Francisco Pernambucano,13-8,6,17-18,"118,4000"
Fora do Estado,12-9,6,17-18,"116,0986"
Fora do Estado,1-1,7,17-18,"3,4442"
Fora do Estado,2-1,7,17-18,"4,8065"
Fora do Estado,5-1,7,17-18,"11,5044"
Sertão Pernambucano,6-1,7,17-18,"13,3371"
Fora do Estado,7-1,7,17-18,"16,5246"
Fora do Estado,8-1,7,17-18,"22,0735"
Fora do Estado,9-1,7,17-18,"28,0609"
Fora do Estado,10-1,7,17-18,"38,0569"
Fora do Estado,11-1,7,17-18,"46,0407"
Fora do Estado,12-1,7,17-18,"53,4274"
Fora do Estado,13-1,7,17-18,"57,2875"
Fora do Estado,14-1,7,17-18,"58,4165"
Fora do Estado,15-1,7,17-18,"61,3272"
Sertão Pernambucano,16-1,7,17-18,"69,0404"
Sertão Pernambucano,17-1,7,17-18,"73,1491"
Fora do Estado,18-1,7,17-18,"77,7774"
Fora do Estado,19-1,7,17-18,"82,9524"
Fora do Estado,20-1,7,17-18,"109,4013"
Fora do Estado,21-1,7,17-18,"140,4763"
Fora do Estado,22-1,7,17-18,"181,7555"
Fora do Estado,23-1,7,17-18,"215,2693"
Fora do Estado,24-1,7,17-18,"264,5515"
Fora do Estado,25-1,7,17-18,"287,5975"
Fora do Estado,26-1,7,17-18,"305,1926"
Fora do Estado,1-2,7,17-18,"4,1370"
Sertão Pernambucano,3-2,7,17-18,"8,2055"
Sertão Pernambucano,4-2,7,17-18,"11,6824"
Sertão Pernambucano,5-2,7,17-18,"13,8733"
Sertão Pernambucano,6-2,7,17-18,"16,9952"
Sertão Pernambucano,7-2,7,17-18,"17,8670"
Sertão Pernambucano,8-2,7,17-18,"26,6097"
Fora do Estado,9-2,7,17-18,"34,1758"
Fora do Estado,10-2,7,17-18,"44,7442"
Fora do Estado,11-2,7,17-18,"54,6476"
Fora do Estado,12-2,7,17-18,"62,7844"
Fora do Estado,13-2,7,17-18,"64,3769"
Fora do Estado,14-2,7,17-18,"65,2435"
